SCV,South Central Coastal Vietnam,Southeast Asia,LAO,Laos,Southeast Asia
SCV,South Central Coastal Vietnam,Southeast Asia,VSE,Southeast Vietnam,Southeast Asia
VSE,Southeast Vietnam,Southeast Asia,KHM,Cambodia,Southeast Asia
VSE,Southeast Vietnam,Southeast Asia,CHV,Central Vietnam Highlands,Southeast Asia
VSE,Southeast Vietnam,Southeast Asia,MVN,Mekong River Delta,Southeast Asia
MVN,Mekong River Delta,Southeast Asia,KHM,Cambodia,Southeast Asia
KHM,Cambodia,Southeast Asia,LAO,Laos,Southeast Asia
KHM,Cambodia,Southeast Asia,TNE,Northeastern Thailand,Southeast Asia
KHM,Cambodia,Southeast Asia,THE,Eastern Thailand,Southeast Asia
NLZ,Northern Luzon,Southeast Asia,CLZ,Central Luzon,Southeast Asia
CLZ,Central Luzon,Southeast Asia,PCR,Philippines National Capital Region,Southeast Asia
CLZ,Central Luzon,Southeast Asia,CBZ,Calabarzon,Southeast Asia
CBZ,Calabarzon,Southeast Asia,MRP,Mimaropa,Southeast Asia
CBZ,Calabarzon,Southeast Asia,BCL,Bicol,Southeast Asia
BCL,Bicol,Southeast Asia,EVS,Eastern Visayas,Southeast Asia
MRP,Mimaropa,Southeast Asia,WVS,Western Visayas,Southeast Asia
MRP,Mimaropa,Southeast Asia,SMY,Sabah & Sarawak,Southeast Asia
WVS,Western Visayas,Southeast Asia,EVS,Eastern Visayas,Southeast Asia
EVS,Eastern Visayas,Southeast Asia,EMD,Southeast Mindanao,Southeast Asia
EMD,Southeast Mindanao,Southeast Asia,BSM,Bangsamoro,Southeast Asia
EMD,Southeast Mindanao,Southeast Asia,WMD,Northwestern Mindanao,Southeast Asia
BSM,Bangsamoro,Southeast Asia,WMD,Northwestern Mindanao,Southeast Asia
BSM,Bangsamoro,Southeast Asia,SMY,Sabah & Sarawak,Southeast Asia
